股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300001,特锐德,2016-11-30,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.160000,20.470000,20.110000,20.340000,139.892935,20.340000,0.006432,8105263.000000,164937294.970000,0.009559,17247468526.919998,20290575325.500000,0.000000,0.000000,139.903429,6.167892,35.257471,7.844498,20.254000,20.217000,20.211500,20.137333,20.264833,1日、5日均线金叉；1日、60日均线金叉；10日、20日均线金叉；,0.023207,0.007790,0.030834,,50.453004,48.813272,53.732469,金叉,20.209000,20.496004,19.921996,41.666667,48.611111,58.652783,55.096433,51.035488,0.017813,1.369346
sz300001,特锐德,2016-11-29,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.240000,20.450000,20.150000,20.210000,138.998831,20.210000,-0.001482,5556932.000000,112733138.110000,0.006553,17137233968.980000,20160891215.750000,0.000000,0.000000,139.009258,6.128471,35.032129,7.794362,20.250000,20.202000,20.209000,20.126000,20.268667,,0.014509,0.003935,0.021148,,44.547431,47.993406,37.655481,,20.216000,20.525161,19.906839,41.666667,50.000000,49.097410,50.354053,48.870708,0.014822,0.880987
sz300001,特锐德,2016-11-28,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.450000,20.500000,20.210000,20.240000,139.205163,20.240000,-0.006382,5349023.000000,108896702.340000,0.006308,17162672713.120001,20190818318.000000,0.000000,0.000000,139.215605,6.137568,35.084131,7.805932,20.260000,20.211000,20.216000,20.125667,20.269833,1日、5日均线死叉；1日、60日均线死叉；10日、20日均线死叉；,0.016434,0.001292,0.030284,,47.953222,49.716393,44.426879,,20.214500,20.529106,19.899894,50.000000,50.000000,51.380903,51.504726,49.353259,0.014237,0.883366
sz300001,特锐德,2016-11-25,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.080000,20.390000,20.020000,20.370000,140.099267,20.370000,0.012929,6026993.000000,121907317.700000,0.007108,17272907271.060001,20320502427.750000,0.000000,0.000000,140.109777,6.176989,35.309474,7.856068,20.232000,20.222000,20.214500,20.115333,20.270167,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、60日均线金叉；5日、10日均线金叉；5日、20日均线金叉；,0.015596,-0.002493,0.036180,,50.231720,50.597979,49.499201,,20.187500,20.512926,19.862074,58.333333,47.222222,61.752239,56.646645,51.463499,0.018399,1.039885
sz300001,特锐德,2016-11-24,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.310000,20.310000,20.070000,20.110000,138.311059,20.110000,-0.010335,4557174.000000,91966814.220000,0.005374,17052438155.180000,20061134208.250000,0.000000,0.000000,138.321434,6.098147,34.858788,7.755795,20.176000,20.219000,20.187500,20.107333,20.274000,1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、60日均线死叉；5日、20日均线死叉；,0.001064,-0.007016,0.016160,,41.385315,50.781109,22.593728,,20.169000,20.529228,19.808772,50.000000,43.055556,42.361498,46.934043,47.130725,0.011811,0.866218
sz300001,特锐德,2016-11-23,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.280000,20.540000,20.280000,20.320000,139.755381,20.320000,0.002962,10047969.000000,205102829.190000,0.011850,17230509364.160000,20270623924.000000,0.000000,0.000000,139.765865,6.161827,35.222803,7.836785,20.180000,20.239000,20.169000,20.106333,20.280333,1日、60日均线金叉；,0.008973,-0.009036,0.036018,,52.818714,55.479006,47.498130,,20.140000,20.534789,19.745211,50.000000,41.666667,64.304379,56.267123,50.629048,0.012833,1.931650
sz300001,特锐德,2016-11-22,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.110000,20.270000,20.030000,20.260000,139.342717,20.260000,0.007960,4295217.000000,86476122.180000,0.005065,17179631875.879999,20210769719.500000,0.000000,0.000000,139.353170,6.143633,35.118799,7.813645,20.154000,20.204000,20.140000,20.099333,20.283667,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；,-0.002444,-0.013538,0.022187,,50.524367,56.809152,37.954797,,20.123500,20.528789,19.718211,50.000000,41.666667,59.282660,53.864325,49.604828,0.011940,0.936251
sz300001,特锐德,2016-11-21,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.100000,20.180000,20.010000,20.100000,138.242281,20.100000,0.000498,4051788.000000,81383379.170000,0.004778,17043958573.799999,20051158507.500000,0.000000,0.000000,138.252652,6.095115,34.841454,7.751938,20.162000,20.192000,20.123500,20.102333,20.294833,20日、30日均线金叉；5日、10日均线死叉；,-0.010873,-0.016312,0.010878,,52.638402,59.951544,38.012118,,20.117000,20.534354,19.699646,41.666667,43.055556,40.763928,46.706832,46.783501,0.008462,0.824120
sz300001,特锐德,2016-11-18,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.300000,20.300000,20.070000,20.090000,138.173504,20.090000,-0.001987,3352850.000000,67563267.640000,0.003954,17035478992.420000,20041182806.750000,0.000000,0.000000,138.183869,6.092082,34.824120,7.748081,20.212000,20.198000,20.117000,20.117667,20.311500,1日、20日均线死叉；1日、30日均线死叉；,-0.005181,-0.017671,0.024980,,56.066037,63.608115,40.981880,,20.104500,20.556241,19.652759,33.333333,44.444444,39.326692,46.228902,46.604454,0.011426,0.630816
sz300001,特锐德,2016-11-17,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.090000,20.360000,20.050000,20.130000,138.448613,20.130000,-0.002972,4260942.000000,86019597.810000,0.005025,17069397317.940001,20081085609.750000,0.000000,0.000000,138.458999,6.104212,34.893456,7.763508,20.262000,20.203000,20.104500,20.124000,20.323000,,0.003176,-0.020794,0.047940,,61.809898,67.379154,50.671387,,20.097500,20.566196,19.628804,33.333333,45.833333,42.787154,47.800707,47.213376,0.015354,0.755337
sz300001,特锐德,2016-11-16,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.400000,20.540000,20.190000,20.190000,138.861277,20.190000,-0.005419,6977599.000000,142124885.110000,0.008229,17120274806.219999,20140939814.250000,0.000000,0.000000,138.871693,6.122406,34.997461,7.786648,20.298000,20.206000,20.097500,20.129667,20.334667,1日、5日均线死叉；1日、10日均线死叉；,0.009725,-0.026786,0.073023,,68.016052,70.163782,63.720593,死叉,20.088000,20.573149,19.602851,41.666667,45.833333,48.074963,50.145019,48.117112,0.017241,1.104737
sz300001,特锐德,2016-11-15,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.270000,20.340000,20.040000,20.300000,139.617826,20.300000,-0.002457,5939319.000000,119835419.320000,0.007004,17213550201.400002,20250672522.500000,0.000000,0.000000,139.628300,6.155763,35.188135,7.829072,20.254000,20.216000,20.088000,20.134000,20.345667,1日、60日均线死叉；,0.011833,-0.035914,0.095494,,73.710825,71.237647,78.657183,,20.083000,20.561424,19.604576,50.000000,45.833333,59.264660,54.649224,49.791634,0.014742,1.000717
sz300001,特锐德,2016-11-14,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.340000,20.550000,20.260000,20.350000,139.961713,20.350000,0.000492,6044792.000000,123357617.870000,0.007129,17255948108.299999,20300551026.250000,0.000000,0.000000,139.972212,6.170925,35.274805,7.848355,20.222000,20.221000,20.083000,20.125333,20.348000,1日、60日均线金叉；5日、10日均线金叉；,0.003151,-0.047851,0.102005,,75.626479,70.001057,86.877323,,20.062000,20.561242,19.562758,58.333333,44.444444,64.994927,56.774079,50.558069,0.014258,1.087717
sz300001,特锐德,2016-11-11,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.310000,20.350000,20.130000,20.340000,139.892935,20.340000,0.001477,4982925.000000,100923565.820000,0.005892,17200340116.380001,20290575325.500000,0.000000,0.000000,139.903429,6.167892,35.257471,7.844498,20.184000,20.207000,20.062000,20.117333,20.348000,,-0.013066,-0.060602,0.095071,,75.487911,67.188346,92.087041,,20.051500,20.549061,19.553939,50.000000,40.277778,64.421584,56.463739,50.411769,0.010832,0.964882
sz300001,特锐德,2016-11-10,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.090000,20.350000,20.080000,20.310000,139.686604,20.310000,0.017026,7635732.000000,154603063.390000,0.009030,17174970883.170000,20260648223.250000,0.000000,0.000000,139.697082,6.158795,35.205469,7.832928,20.144000,20.156000,20.051500,20.114667,20.353333,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；5日、30日均线金叉；10日、30日均线金叉；5日、10日均线死叉；,-0.032558,-0.072485,0.079856,,66.963210,63.038564,74.812503,金叉,20.040000,20.548285,19.531715,41.666667,37.500000,62.902550,55.586864,49.986292,0.013520,1.455083
sz300001,特锐德,2016-11-09,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.070000,20.190000,19.720000,19.970000,137.348177,19.970000,-0.008441,5072563.000000,101266136.120000,0.005998,16887452906.790001,19921474397.750000,0.000000,0.000000,137.358480,6.055694,34.616111,7.701801,20.114000,20.099000,20.040000,20.120667,20.361500,1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；5日、30日均线死叉；,-0.053907,-0.082467,0.057120,,56.414965,61.076241,47.092413,死叉,20.047000,20.577984,19.516016,33.333333,37.500000,37.835833,43.834500,44.846511,0.023337,1.010423
sz300001,特锐德,2016-11-08,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.160000,20.240000,20.010000,20.140000,138.517390,20.140000,-0.000992,4050600.000000,81539547.300000,0.004790,17031211894.980000,20091061310.500000,0.000000,0.000000,138.527781,6.107244,34.910790,7.767365,20.178000,20.076000,20.047000,20.137000,20.371000,10日、20日均线金叉；,-0.045755,-0.089607,0.087704,,65.965731,63.406879,71.083435,,20.057500,20.590085,19.524915,41.666667,38.888889,52.662505,49.884587,47.169254,0.011409,0.723014
sz300001,特锐德,2016-11-07,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.110000,20.240000,19.960000,20.160000,138.654945,20.160000,0.000993,4079601.000000,81839169.650000,0.004949,16619518500.480000,20111012712.000000,0.000000,0.000000,138.665346,6.113309,34.945458,7.775078,20.220000,20.055000,20.057500,20.147667,20.375667,1日、30日均线金叉；,-0.051994,-0.100570,0.097152,,67.064538,62.127453,76.938709,,20.077500,20.609254,19.545746,41.666667,38.888889,54.766553,50.638320,47.446314,0.013903,0.597168
sz300001,特锐德,2016-11-04,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.130000,20.300000,19.940000,20.140000,138.517390,20.140000,-0.000992,5399628.000000,108415769.070000,0.006550,16603030882.920000,20091061310.500000,0.000000,0.000000,138.527781,6.107244,34.910790,7.767365,20.230000,20.036000,20.077500,20.163667,20.383000,5日、30日均线金叉；,-0.061237,-0.112714,0.102955,,67.263474,59.658910,82.472602,,20.084500,20.622203,19.546797,33.333333,37.500000,53.208657,49.945038,47.148815,0.017857,0.667229
sz300001,特锐德,2016-11-03,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.210000,20.390000,20.090000,20.160000,138.654945,20.160000,-0.006407,6498788.000000,131516982.520000,0.007883,16619518500.480000,20111012712.000000,0.000000,0.000000,138.665346,6.113309,34.945458,7.775078,20.168000,20.006000,20.084500,20.182333,20.388333,5日、20日均线金叉；1日、5日均线死叉；1日、30日均线死叉；,-0.070107,-0.125584,0.110953,,69.011153,55.856628,95.320204,,20.091500,20.634313,19.548687,33.333333,36.111111,54.780926,50.596443,47.405992,0.014786,0.799701
sz300001,特锐德,2016-11-02,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.360000,20.380000,20.170000,20.290000,139.549049,20.290000,-0.002948,7983298.000000,161754682.280000,0.009684,16726688014.620001,20240696821.750000,0.000000,0.000000,139.559517,6.152730,35.170801,7.825215,20.084000,19.989000,20.091500,20.193000,20.395000,,-0.082445,-0.139453,0.114016,,70.183396,49.279365,111.991459,,20.093000,20.633970,19.552030,41.666667,34.722222,65.219869,54.859651,49.073380,0.010319,1.058031
sz300001,特锐德,2016-11-01,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.250000,20.350000,20.040000,20.350000,139.961713,20.350000,0.006927,10196579.000000,206503950.370000,0.012369,16776150867.299999,20300551026.250000,0.000000,0.000000,139.972212,6.170925,35.274805,7.848355,19.974000,19.960000,20.093000,20.194667,20.397500,1日、30日均线金叉；5日、10日均线金叉；,-0.110230,-0.153705,0.086949,,61.892742,38.827350,108.023526,,20.077500,20.645389,19.509611,41.666667,33.333333,70.377979,56.887583,49.848883,0.015339,1.462484
sz300001,特锐德,2016-10-31,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.840000,20.230000,19.750000,20.210000,138.998831,20.210000,0.019163,10384768.000000,208418370.450000,0.012597,16660737544.379999,20160891215.750000,0.000000,0.000000,139.009258,6.128471,35.032129,7.794362,19.890000,19.945000,20.077500,20.212333,20.404667,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；,-0.150200,-0.164573,0.028747,金叉,42.839113,27.294654,73.928031,金叉,20.072500,20.665757,19.479243,41.666667,31.944444,64.994801,53.186215,48.011770,0.024206,1.742524
sz300001,特锐德,2016-10-28,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.730000,19.950000,19.730000,19.830000,136.385295,19.830000,0.004559,5569194.000000,110424570.370000,0.006756,16347472810.740000,19781814587.250000,0.000000,0.000000,138.044818,6.013240,2437.016099,7.772508,19.842000,19.917000,20.072500,20.234000,20.419167,,-0.184776,-0.168167,-0.033219,,16.145461,19.522424,9.391536,,20.094000,20.689045,19.498955,33.333333,29.166667,40.563019,40.469815,42.536305,0.011145,1.125776
sz300001,特锐德,2016-10-27,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.740000,19.790000,19.700000,19.740000,135.766300,19.740000,0.000000,3593304.000000,70904252.720000,0.004359,16273278531.719999,19692033280.500000,0.000000,0.000000,137.418290,5.985948,2425.955512,7.737232,19.844000,19.947000,20.094000,20.267333,20.447000,,-0.187530,-0.164014,-0.047031,,15.314082,21.210905,3.520436,,20.131500,20.705543,19.557457,25.000000,29.166667,31.067358,36.739064,41.128985,0.004559,0.709646
sz300001,特锐德,2016-10-26,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.930000,19.990000,19.710000,19.740000,135.766300,19.740000,-0.009533,5116645.000000,101288387.800000,0.006207,16273278531.719999,19692033280.500000,0.000000,0.000000,137.418290,5.985948,2425.955512,7.737232,19.894000,19.981000,20.131500,20.300667,20.500667,,-0.179153,-0.158136,-0.042035,,20.231398,24.159317,12.375559,死叉,20.167500,20.715375,19.619625,25.000000,30.555556,31.067358,36.739064,41.128985,0.014049,0.953107
sz300001,特锐德,2016-10-25,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.980000,20.040000,19.880000,19.930000,137.073068,19.930000,-0.002003,5134151.000000,102439169.050000,0.006228,16429910898.540001,19881571594.750000,0.000000,0.000000,138.740959,6.043564,2449.305641,7.811704,19.946000,20.018000,20.167500,20.326667,20.551167,,-0.165856,-0.152881,-0.025948,,27.607370,26.123276,30.575558,,20.194000,20.732777,19.655223,33.333333,31.944444,40.569362,41.334250,43.179294,0.008012,0.889861
sz300001,特锐德,2016-10-24,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.850000,20.100000,19.750000,19.970000,137.348177,19.970000,0.006552,5321617.000000,106104737.400000,0.006455,16462886133.660000,19921474397.750000,0.000000,0.000000,139.019415,6.055694,2454.221458,7.827382,20.000000,20.060000,20.194000,20.341333,20.593500,,-0.165816,-0.149638,-0.032356,,25.657631,25.381230,26.210433,金叉,20.227500,20.757888,19.697112,33.333333,30.555556,42.869671,42.356635,43.617986,0.017641,0.775341
sz300001,特锐德,2016-10-21,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.010000,20.080000,19.700000,19.840000,136.454073,19.840000,-0.007504,6151856.000000,122308535.810000,0.007462,16355716619.520000,19791790288.000000,0.000000,0.000000,138.114432,6.016272,2438.245053,7.776428,19.992000,20.119000,20.227500,20.352333,20.636667,,-0.167426,-0.145593,-0.043666,,19.993295,25.243029,9.493829,,20.270500,20.774186,19.766814,25.000000,30.555556,32.504825,37.771086,41.775562,0.019010,0.881616
sz300001,特锐德,2016-10-20,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.010000,20.100000,19.980000,19.990000,137.485732,19.990000,-0.000500,5117641.000000,102477608.250000,0.006208,16479373751.219999,19941425799.250000,0.000000,0.000000,139.158644,6.061758,2456.679366,7.835221,20.050000,20.163000,20.270500,20.376000,20.682833,,-0.153810,-0.140135,-0.027350,,21.754649,27.867896,9.528156,,20.295000,20.785472,19.804528,33.333333,30.555556,39.373382,41.241104,43.341660,0.006000,0.783083
sz300001,特锐德,2016-10-19,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.100000,20.200000,19.970000,20.000000,137.554509,20.000000,-0.009901,7122775.000000,142764278.060000,0.008640,16487617560.000000,19951401500.000000,0.000000,0.000000,139.228258,6.064791,2457.908320,7.839141,20.068000,20.194000,20.295000,20.392333,20.715000,1日、5日均线死叉；,-0.149466,-0.136716,-0.025500,,25.915556,30.924519,15.897629,,20.312000,20.799750,19.824250,33.333333,29.166667,39.841092,41.473949,43.445717,0.011386,1.107127
sz300001,特锐德,2016-10-18,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.920000,20.430000,19.900000,20.200000,138.930054,20.200000,0.013547,10604043.000000,214583079.790000,0.012863,16652493735.600000,20150915515.000000,0.000000,0.000000,140.620540,6.125439,2482.487403,7.917532,20.090000,20.226000,20.312000,20.411333,20.745833,1日、5日均线金叉；,-0.142766,-0.133529,-0.018475,,31.410647,33.429000,27.373940,,20.346000,20.843193,19.848807,33.333333,27.777778,49.675965,46.262547,45.541353,0.026593,1.751734
sz300001,特锐德,2016-10-17,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.190000,20.200000,19.930000,19.930000,137.073068,19.930000,-0.009935,5893360.000000,118104493.590000,0.007149,16429910898.540001,19881571594.750000,0.000000,0.000000,138.740959,6.043564,2449.305641,7.811704,20.120000,20.210000,20.346000,20.414000,20.774333,5日、10日均线死叉；,-0.152501,-0.131219,-0.042564,,24.727911,34.438177,5.307378,,20.392500,20.866415,19.918585,25.000000,27.777778,30.327197,37.304470,41.916663,0.013413,1.159854
sz300001,特锐德,2016-10-14,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.090000,20.160000,20.020000,20.130000,138.448613,20.130000,0.002490,3938428.000000,79087491.930000,0.004777,16594787074.139999,20081085609.750000,0.000000,0.000000,140.133241,6.104212,2473.884724,7.890095,20.246000,20.228000,20.392500,20.425000,20.813667,,-0.135218,-0.125899,-0.018638,,37.091866,39.293310,32.688978,,20.427500,20.899074,19.955926,33.333333,29.166667,39.764798,42.066001,43.995373,0.006972,0.749811
sz300001,特锐德,2016-10-13,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.110000,20.210000,20.030000,20.080000,138.104727,20.080000,-0.001492,4609238.000000,92612837.340000,0.005591,16553568030.240000,20031207106.000000,0.000000,0.000000,139.785171,6.089050,2467.739953,7.870497,20.276000,20.241000,20.427500,20.440667,20.844167,20日、30日均线死叉；,-0.131554,-0.123569,-0.015971,死叉,38.473620,40.394032,34.632796,死叉,20.460500,20.911373,20.009627,25.000000,29.166667,35.588911,40.320325,43.321964,0.008951,0.917483
sz300001,特锐德,2016-10-12,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.330000,20.340000,20.080000,20.110000,138.311059,20.110000,-0.011794,5222199.000000,105360192.770000,0.006335,16578299456.580000,20061134208.250000,0.000000,0.000000,139.994013,6.098147,2471.426816,7.882256,20.320000,20.282000,20.460500,20.454333,20.873000,1日、10日均线死叉；,-0.119874,-0.121573,0.003397,,44.277595,41.354238,50.124308,,20.481000,20.904717,20.057283,25.000000,31.944444,36.866833,40.999802,43.623573,0.012776,1.025191
